idx,site,xseq_lb,xseq_ub,yseq_lb,yseq_ub
4699,SOAP,295581.55,295725.55,4097804.139,4097948.139
4700,SOAP,295581.55,295725.55,4097900.139,4098044.139
4701,SOAP,295581.55,295725.55,4097996.139,4098140.139
4702,SOAP,295581.55,295725.55,4098092.139,4098236.139
4703,SOAP,295581.55,295725.55,4098188.139,4098332.139
4704,SOAP,295581.55,295725.55,4098284.139,4098428.139
4705,SOAP,295581.55,295725.55,4098380.139,4098524.139
4706,SOAP,295581.55,295725.55,4098476.139,4098620.139
4707,SOAP,295581.55,295725.55,4098572.139,4098716.139
4708,SOAP,295581.55,295725.55,4098668.139,4098812.139
4709,SOAP,295581.55,295725.55,4098764.139,4098908.139
4710,SOAP,295581.55,295725.55,4098860.139,4099004.139
4711,SOAP,295581.55,295725.55,4098956.139,4099100.139
4712,SOAP,295581.55,295725.55,4099052.139,4099196.139
4713,SOAP,295581.55,295725.55,4099148.139,4099292.139
4714,SOAP,295581.55,295725.55,4099244.139,4099388.139
4715,SOAP,295581.55,295725.55,4099340.139,4099484.139
4716,SOAP,295581.55,295725.55,4099436.139,4099580.139
4717,SOAP,295581.55,295725.55,4099532.139,4099676.139
4718,SOAP,295581.55,295725.55,4099628.139,4099772.139
4719,SOAP,295581.55,295725.55,4099724.139,4099868.139
4720,SOAP,295581.55,295725.55,4099820.139,4099964.139
4721,SOAP,295581.55,295725.55,4099916.139,4100060.139
4722,SOAP,295581.55,295725.55,4100012.139,4100156.139
4723,SOAP,295581.55,295725.55,4100108.139,4100252.139
4724,SOAP,295581.55,295725.55,4100204.139,4100348.139
4725,SOAP,295581.55,295725.55,4100300.139,4100444.139
4726,SOAP,295581.55,295725.55,4100396.139,4100540.139
4727,SOAP,295581.55,295725.55,4100492.139,4100636.139
4728,SOAP,295581.55,295725.55,4100588.139,4100732.139
4729,SOAP,295581.55,295725.55,4100684.139,4100828.139
4730,SOAP,295581.55,295725.55,4100780.139,4100924.139
4731,SOAP,295581.55,295725.55,4100876.139,4101020.139
4732,SOAP,295581.55,295725.55,4100972.139,4101116.139
4733,SOAP,295581.55,295725.55,4101068.139,4101212.139
4734,SOAP,295581.55,295725.55,4101164.139,4101308.139
4735,SOAP,295581.55,295725.55,4101260.139,4101404.139
4736,SOAP,295581.55,295725.55,4101356.139,4101500.139
4737,SOAP,295581.55,295725.55,4101452.139,4101596.139
4738,SOAP,295581.55,295725.55,4101548.139,4101692.139
4739,SOAP,295581.55,295725.55,4101644.139,4101788.139
4740,SOAP,295581.55,295725.55,4101740.139,4101884.139
4741,SOAP,295581.55,295725.55,4101836.139,4101980.139
4742,SOAP,295581.55,295725.55,4101932.139,4102076.139
4743,SOAP,295581.55,295725.55,4102028.139,4102172.139
4744,SOAP,295581.55,295725.55,4102124.139,4102268.139
4745,SOAP,295581.55,295725.55,4102220.139,4102364.139
4746,SOAP,295581.55,295725.55,4102316.139,4102460.139
4747,SOAP,295581.55,295725.55,4102412.139,4102556.139
4748,SOAP,295581.55,295725.55,4102508.139,4102652.139
4749,SOAP,295581.55,295725.55,4102604.139,4102748.139
4750,SOAP,295581.55,295725.55,4102700.139,4102844.139
4751,SOAP,295581.55,295725.55,4102796.139,4102940.139
4752,SOAP,295581.55,295725.55,4102892.139,4103036.139
4753,SOAP,295581.55,295725.55,4102988.139,4103132.139
4754,SOAP,295581.55,295725.55,4103084.139,4103228.139
4755,SOAP,295581.55,295725.55,4103180.139,4103324.139
4756,SOAP,295581.55,295725.55,4103276.139,4103420.139
4757,SOAP,295581.55,295725.55,4103372.139,4103516.139
4758,SOAP,295581.55,295725.55,4103468.139,4103612.139
4759,SOAP,295581.55,295725.55,4103564.139,4103708.139
4760,SOAP,295581.55,295725.55,4103660.139,4103804.139
4761,SOAP,295581.55,295725.55,4103756.139,4103900.139
4762,SOAP,295581.55,295725.55,4103852.139,4103996.139
4763,SOAP,295581.55,295725.55,4103948.139,4104092.139
4764,SOAP,295581.55,295725.55,4104044.139,4104188.139
4765,SOAP,295581.55,295725.55,4104140.139,4104284.139
4766,SOAP,295581.55,295725.55,4104236.139,4104380.139
4767,SOAP,295581.55,295725.55,4104332.139,4104476.139
4768,SOAP,295581.55,295725.55,4104428.139,4104572.139
4769,SOAP,295581.55,295725.55,4104524.139,4104668.139
4770,SOAP,295581.55,295725.55,4104620.139,4104764.139
4771,SOAP,295581.55,295725.55,4104716.139,4104860.139
4772,SOAP,295581.55,295725.55,4104812.139,4104956.139
4773,SOAP,295581.55,295725.55,4104908.139,4105052.139
4774,SOAP,295581.55,295725.55,4105004.139,4105148.139
4775,SOAP,295581.55,295725.55,4105100.139,4105244.139
4776,SOAP,295581.55,295725.55,4105196.139,4105340.139
4777,SOAP,295581.55,295725.55,4105292.139,4105436.139
4778,SOAP,295581.55,295725.55,4105388.139,4105532.139
4779,SOAP,295581.55,295725.55,4105484.139,4105628.139
4780,SOAP,295581.55,295725.55,4105580.139,4105724.139
4781,SOAP,295581.55,295725.55,4105676.139,4105820.139
4782,SOAP,295581.55,295725.55,4105772.139,4105916.139
4783,SOAP,295581.55,295725.55,4105868.139,4106012.139
4784,SOAP,295581.55,295725.55,4105964.139,4106108.139
4785,SOAP,295581.55,295725.55,4106060.139,4106204.139
4786,SOAP,295581.55,295725.55,4106156.139,4106300.139
4787,SOAP,295581.55,295725.55,4106252.139,4106396.139
4788,SOAP,295581.55,295725.55,4106348.139,4106492.139
4789,SOAP,295581.55,295725.55,4106444.139,4106588.139
4790,SOAP,295581.55,295725.55,4106540.139,4106684.139
4791,SOAP,295581.55,295725.55,4106636.139,4106780.139
4792,SOAP,295581.55,295725.55,4106732.139,4106876.139
4793,SOAP,295581.55,295725.55,4106828.139,4106972.139
4794,SOAP,295581.55,295725.55,4106924.139,4107068.139
4795,SOAP,295581.55,295725.55,4107020.139,4107164.139
4796,SOAP,295581.55,295725.55,4107116.139,4107260.139
4797,SOAP,295581.55,295725.55,4107212.139,4107356.139
4798,SOAP,295581.55,295725.55,4107308.139,4107452.139
4799,SOAP,295581.55,295725.55,4107404.139,4107548.139
4800,SOAP,295581.55,295725.55,4107500.139,4107644.139
4801,SOAP,295581.55,295725.55,4107596.139,4107740.139
4802,SOAP,295581.55,295725.55,4107692.139,4107836.139
4803,SOAP,295581.55,295725.55,4107788.139,4107932.139
4804,SOAP,295581.55,295725.55,4107884.139,4108028.139
4805,SOAP,295581.55,295725.55,4107980.139,4108124.139
4806,SOAP,295581.55,295725.55,4108076.139,4108220.139
4807,SOAP,295581.55,295725.55,4108172.139,4108316.139
4808,SOAP,295581.55,295725.55,4108268.139,4108412.139
4809,SOAP,295581.55,295725.55,4108364.139,4108508.139
4810,SOAP,295581.55,295725.55,4108460.139,4108604.139
4811,SOAP,295581.55,295725.55,4108556.139,4108700.139
4812,SOAP,295581.55,295725.55,4108652.139,4108796.139
4813,SOAP,295581.55,295725.55,4108748.139,4108892.139
4814,SOAP,295581.55,295725.55,4108844.139,4108988.139
4815,SOAP,295581.55,295725.55,4108940.139,4109084.139
4816,SOAP,295581.55,295725.55,4109036.139,4109180.139
4817,SOAP,295581.55,295725.55,4109132.139,4109276.139
4818,SOAP,295581.55,295725.55,4109228.139,4109372.139
4819,SOAP,295677.55,295821.55,4095308.139,4095452.139
4820,SOAP,295677.55,295821.55,4095404.139,4095548.139
4821,SOAP,295677.55,295821.55,4095500.139,4095644.139
4822,SOAP,295677.55,295821.55,4095596.139,4095740.139
4823,SOAP,295677.55,295821.55,4095692.139,4095836.139
4824,SOAP,295677.55,295821.55,4095788.139,4095932.139
4825,SOAP,295677.55,295821.55,4095884.139,4096028.139
4826,SOAP,295677.55,295821.55,4095980.139,4096124.139
4827,SOAP,295677.55,295821.55,4096076.139,4096220.139
4828,SOAP,295677.55,295821.55,4096172.139,4096316.139
4829,SOAP,295677.55,295821.55,4096268.139,4096412.139
4830,SOAP,295677.55,295821.55,4096364.139,4096508.139
4831,SOAP,295677.55,295821.55,4096460.139,4096604.139
4832,SOAP,295677.55,295821.55,4096556.139,4096700.139
4833,SOAP,295677.55,295821.55,4096652.139,4096796.139
4834,SOAP,295677.55,295821.55,4096748.139,4096892.139
4835,SOAP,295677.55,295821.55,4096844.139,4096988.139
4836,SOAP,295677.55,295821.55,4096940.139,4097084.139
4837,SOAP,295677.55,295821.55,4097036.139,4097180.139
4838,SOAP,295677.55,295821.55,4097132.139,4097276.139
4839,SOAP,295677.55,295821.55,4097228.139,4097372.139
4840,SOAP,295677.55,295821.55,4097324.139,4097468.139
4841,SOAP,295677.55,295821.55,4097420.139,4097564.139
4842,SOAP,295677.55,295821.55,4097516.139,4097660.139
4843,SOAP,295677.55,295821.55,4097612.139,4097756.139
4844,SOAP,295677.55,295821.55,4097708.139,4097852.139
4845,SOAP,295677.55,295821.55,4097804.139,4097948.139
4846,SOAP,295677.55,295821.55,4097900.139,4098044.139
4847,SOAP,295677.55,295821.55,4097996.139,4098140.139
4848,SOAP,295677.55,295821.55,4098092.139,4098236.139
4849,SOAP,295677.55,295821.55,4098188.139,4098332.139
4850,SOAP,295677.55,295821.55,4098284.139,4098428.139
4851,SOAP,295677.55,295821.55,4098380.139,4098524.139
4852,SOAP,295677.55,295821.55,4098476.139,4098620.139
4853,SOAP,295677.55,295821.55,4098572.139,4098716.139
4854,SOAP,295677.55,295821.55,4098668.139,4098812.139
4855,SOAP,295677.55,295821.55,4098764.139,4098908.139
4856,SOAP,295677.55,295821.55,4098860.139,4099004.139
4857,SOAP,295677.55,295821.55,4098956.139,4099100.139
4858,SOAP,295677.55,295821.55,4099052.139,4099196.139
4859,SOAP,295677.55,295821.55,4099148.139,4099292.139
4860,SOAP,295677.55,295821.55,4099244.139,4099388.139
4861,SOAP,295677.55,295821.55,4099340.139,4099484.139
4862,SOAP,295677.55,295821.55,4099436.139,4099580.139
4863,SOAP,295677.55,295821.55,4099532.139,4099676.139
4864,SOAP,295677.55,295821.55,4099628.139,4099772.139
4865,SOAP,295677.55,295821.55,4099724.139,4099868.139
4866,SOAP,295677.55,295821.55,4099820.139,4099964.139
4867,SOAP,295677.55,295821.55,4099916.139,4100060.139
4868,SOAP,295677.55,295821.55,4100012.139,4100156.139
4869,SOAP,295677.55,295821.55,4100108.139,4100252.139
4870,SOAP,295677.55,295821.55,4100204.139,4100348.139
4871,SOAP,295677.55,295821.55,4100300.139,4100444.139
4872,SOAP,295677.55,295821.55,4100396.139,4100540.139
4873,SOAP,295677.55,295821.55,4100492.139,4100636.139
4874,SOAP,295677.55,295821.55,4100588.139,4100732.139
4875,SOAP,295677.55,295821.55,4100684.139,4100828.139
4876,SOAP,295677.55,295821.55,4100780.139,4100924.139
4877,SOAP,295677.55,295821.55,4100876.139,4101020.139
4878,SOAP,295677.55,295821.55,4100972.139,4101116.139
4879,SOAP,295677.55,295821.55,4101068.139,4101212.139
4880,SOAP,295677.55,295821.55,4101164.139,4101308.139
4881,SOAP,295677.55,295821.55,4101260.139,4101404.139
4882,SOAP,295677.55,295821.55,4101356.139,4101500.139
4883,SOAP,295677.55,295821.55,4101452.139,4101596.139
4884,SOAP,295677.55,295821.55,4101548.139,4101692.139
4885,SOAP,295677.55,295821.55,4101644.139,4101788.139
4886,SOAP,295677.55,295821.55,4101740.139,4101884.139
4887,SOAP,295677.55,295821.55,4101836.139,4101980.139
4888,SOAP,295677.55,295821.55,4101932.139,4102076.139
4889,SOAP,295677.55,295821.55,4102028.139,4102172.139
4890,SOAP,295677.55,295821.55,4102124.139,4102268.139
4891,SOAP,295677.55,295821.55,4102220.139,4102364.139
4892,SOAP,295677.55,295821.55,4102316.139,4102460.139
4893,SOAP,295677.55,295821.55,4102412.139,4102556.139
4894,SOAP,295677.55,295821.55,4102508.139,4102652.139
4895,SOAP,295677.55,295821.55,4102604.139,4102748.139
4896,SOAP,295677.55,295821.55,4102700.139,4102844.139
4897,SOAP,295677.55,295821.55,4102796.139,4102940.139
4898,SOAP,295677.55,295821.55,4102892.139,4103036.139
4899,SOAP,295677.55,295821.55,4102988.139,4103132.139
4900,SOAP,295677.55,295821.55,4103084.139,4103228.139
4901,SOAP,295677.55,295821.55,4103180.139,4103324.139
4902,SOAP,295677.55,295821.55,4103276.139,4103420.139
4903,SOAP,295677.55,295821.55,4103372.139,4103516.139
4904,SOAP,295677.55,295821.55,4103468.139,4103612.139
4905,SOAP,295677.55,295821.55,4103564.139,4103708.139
4906,SOAP,295677.55,295821.55,4103660.139,4103804.139
4907,SOAP,295677.55,295821.55,4103756.139,4103900.139
4908,SOAP,295677.55,295821.55,4103852.139,4103996.139
4909,SOAP,295677.55,295821.55,4103948.139,4104092.139
4910,SOAP,295677.55,295821.55,4104044.139,4104188.139
4911,SOAP,295677.55,295821.55,4104140.139,4104284.139
4912,SOAP,295677.55,295821.55,4104236.139,4104380.139
4913,SOAP,295677.55,295821.55,4104332.139,4104476.139
4914,SOAP,295677.55,295821.55,4104428.139,4104572.139
4915,SOAP,295677.55,295821.55,4104524.139,4104668.139
4916,SOAP,295677.55,295821.55,4104620.139,4104764.139
4917,SOAP,295677.55,295821.55,4104716.139,4104860.139
4918,SOAP,295677.55,295821.55,4104812.139,4104956.139
4919,SOAP,295677.55,295821.55,4104908.139,4105052.139
4920,SOAP,295677.55,295821.55,4105004.139,4105148.139
4921,SOAP,295677.55,295821.55,4105100.139,4105244.139
4922,SOAP,295677.55,295821.55,4105196.139,4105340.139
4923,SOAP,295677.55,295821.55,4105292.139,4105436.139
4924,SOAP,295677.55,295821.55,4105388.139,4105532.139
4925,SOAP,295677.55,295821.55,4105484.139,4105628.139
4926,SOAP,295677.55,295821.55,4105580.139,4105724.139
4927,SOAP,295677.55,295821.55,4105676.139,4105820.139
4928,SOAP,295677.55,295821.55,4105772.139,4105916.139
4929,SOAP,295677.55,295821.55,4105868.139,4106012.139
4930,SOAP,295677.55,295821.55,4105964.139,4106108.139
4931,SOAP,295677.55,295821.55,4106060.139,4106204.139
4932,SOAP,295677.55,295821.55,4106156.139,4106300.139
4933,SOAP,295677.55,295821.55,4106252.139,4106396.139
4934,SOAP,295677.55,295821.55,4106348.139,4106492.139
4935,SOAP,295677.55,295821.55,4106444.139,4106588.139
4936,SOAP,295677.55,295821.55,4106540.139,4106684.139
4937,SOAP,295677.55,295821.55,4106636.139,4106780.139
4938,SOAP,295677.55,295821.55,4106732.139,4106876.139
4939,SOAP,295677.55,295821.55,4106828.139,4106972.139
4940,SOAP,295677.55,295821.55,4106924.139,4107068.139
4941,SOAP,295677.55,295821.55,4107020.139,4107164.139
4942,SOAP,295677.55,295821.55,4107116.139,4107260.139
4943,SOAP,295677.55,295821.55,4107212.139,4107356.139
4944,SOAP,295677.55,295821.55,4107308.139,4107452.139
4945,SOAP,295677.55,295821.55,4107404.139,4107548.139
4946,SOAP,295677.55,295821.55,4107500.139,4107644.139
4947,SOAP,295677.55,295821.55,4107596.139,4107740.139
4948,SOAP,295677.55,295821.55,4107692.139,4107836.139
4949,SOAP,295677.55,295821.55,4107788.139,4107932.139
4950,SOAP,295677.55,295821.55,4107884.139,4108028.139
4951,SOAP,295677.55,295821.55,4107980.139,4108124.139
4952,SOAP,295677.55,295821.55,4108076.139,4108220.139
4953,SOAP,295677.55,295821.55,4108172.139,4108316.139
4954,SOAP,295677.55,295821.55,4108268.139,4108412.139
4955,SOAP,295677.55,295821.55,4108364.139,4108508.139
4956,SOAP,295677.55,295821.55,4108460.139,4108604.139
4957,SOAP,295677.55,295821.55,4108556.139,4108700.139
4958,SOAP,295677.55,295821.55,4108652.139,4108796.139
4959,SOAP,295677.55,295821.55,4108748.139,4108892.139
4960,SOAP,295677.55,295821.55,4108844.139,4108988.139
4961,SOAP,295677.55,295821.55,4108940.139,4109084.139
4962,SOAP,295677.55,295821.55,4109036.139,4109180.139
4963,SOAP,295677.55,295821.55,4109132.139,4109276.139
4964,SOAP,295677.55,295821.55,4109228.139,4109372.139
4965,SOAP,295773.55,295917.55,4095308.139,4095452.139
4966,SOAP,295773.55,295917.55,4095404.139,4095548.139
4967,SOAP,295773.55,295917.55,4095500.139,4095644.139
4968,SOAP,295773.55,295917.55,4095596.139,4095740.139
4969,SOAP,295773.55,295917.55,4095692.139,4095836.139
4970,SOAP,295773.55,295917.55,4095788.139,4095932.139
4971,SOAP,295773.55,295917.55,4095884.139,4096028.139
4972,SOAP,295773.55,295917.55,4095980.139,4096124.139
4973,SOAP,295773.55,295917.55,4096076.139,4096220.139
4974,SOAP,295773.55,295917.55,4096172.139,4096316.139
4975,SOAP,295773.55,295917.55,4096268.139,4096412.139
4976,SOAP,295773.55,295917.55,4096364.139,4096508.139
4977,SOAP,295773.55,295917.55,4096460.139,4096604.139
4978,SOAP,295773.55,295917.55,4096556.139,4096700.139
4979,SOAP,295773.55,295917.55,4096652.139,4096796.139
4980,SOAP,295773.55,295917.55,4096748.139,4096892.139
4981,SOAP,295773.55,295917.55,4096844.139,4096988.139
4982,SOAP,295773.55,295917.55,4096940.139,4097084.139
4983,SOAP,295773.55,295917.55,4097036.139,4097180.139
4984,SOAP,295773.55,295917.55,4097132.139,4097276.139
4985,SOAP,295773.55,295917.55,4097228.139,4097372.139
4986,SOAP,295773.55,295917.55,4097324.139,4097468.139
4987,SOAP,295773.55,295917.55,4097420.139,4097564.139
4988,SOAP,295773.55,295917.55,4097516.139,4097660.139
4989,SOAP,295773.55,295917.55,4097612.139,4097756.139
4990,SOAP,295773.55,295917.55,4097708.139,4097852.139
4991,SOAP,295773.55,295917.55,4097804.139,4097948.139
4992,SOAP,295773.55,295917.55,4097900.139,4098044.139
4993,SOAP,295773.55,295917.55,4097996.139,4098140.139
4994,SOAP,295773.55,295917.55,4098092.139,4098236.139
4995,SOAP,295773.55,295917.55,4098188.139,4098332.139
4996,SOAP,295773.55,295917.55,4098284.139,4098428.139
4997,SOAP,295773.55,295917.55,4098380.139,4098524.139
4998,SOAP,295773.55,295917.55,4098476.139,4098620.139
4999,SOAP,295773.55,295917.55,4098572.139,4098716.139
5000,SOAP,295773.55,295917.55,4098668.139,4098812.139
5001,SOAP,295773.55,295917.55,4098764.139,4098908.139
5002,SOAP,295773.55,295917.55,4098860.139,4099004.139
5003,SOAP,295773.55,295917.55,4098956.139,4099100.139
5004,SOAP,295773.55,295917.55,4099052.139,4099196.139
5005,SOAP,295773.55,295917.55,4099148.139,4099292.139
5006,SOAP,295773.55,295917.55,4099244.139,4099388.139
5007,SOAP,295773.55,295917.55,4099340.139,4099484.139
5008,SOAP,295773.55,295917.55,4099436.139,4099580.139
5009,SOAP,295773.55,295917.55,4099532.139,4099676.139
5010,SOAP,295773.55,295917.55,4099628.139,4099772.139
5011,SOAP,295773.55,295917.55,4099724.139,4099868.139
5012,SOAP,295773.55,295917.55,4099820.139,4099964.139
5013,SOAP,295773.55,295917.55,4099916.139,4100060.139
5014,SOAP,295773.55,295917.55,4100012.139,4100156.139
5015,SOAP,295773.55,295917.55,4100108.139,4100252.139
5016,SOAP,295773.55,295917.55,4100204.139,4100348.139
5017,SOAP,295773.55,295917.55,4100300.139,4100444.139
5018,SOAP,295773.55,295917.55,4100396.139,4100540.139
5019,SOAP,295773.55,295917.55,4100492.139,4100636.139
5020,SOAP,295773.55,295917.55,4100588.139,4100732.139
5021,SOAP,295773.55,295917.55,4100684.139,4100828.139
5022,SOAP,295773.55,295917.55,4100780.139,4100924.139
5023,SOAP,295773.55,295917.55,4100876.139,4101020.139
5024,SOAP,295773.55,295917.55,4100972.139,4101116.139
5025,SOAP,295773.55,295917.55,4101068.139,4101212.139
5026,SOAP,295773.55,295917.55,4101164.139,4101308.139
5027,SOAP,295773.55,295917.55,4101260.139,4101404.139
5028,SOAP,295773.55,295917.55,4101356.139,4101500.139
5029,SOAP,295773.55,295917.55,4101452.139,4101596.139
5030,SOAP,295773.55,295917.55,4101548.139,4101692.139
5031,SOAP,295773.55,295917.55,4101644.139,4101788.139
5032,SOAP,295773.55,295917.55,4101740.139,4101884.139
5033,SOAP,295773.55,295917.55,4101836.139,4101980.139
5034,SOAP,295773.55,295917.55,4101932.139,4102076.139
5035,SOAP,295773.55,295917.55,4102028.139,4102172.139
5036,SOAP,295773.55,295917.55,4102124.139,4102268.139
5037,SOAP,295773.55,295917.55,4102220.139,4102364.139
5038,SOAP,295773.55,295917.55,4102316.139,4102460.139
5039,SOAP,295773.55,295917.55,4102412.139,4102556.139
5040,SOAP,295773.55,295917.55,4102508.139,4102652.139
5041,SOAP,295773.55,295917.55,4102604.139,4102748.139
5042,SOAP,295773.55,295917.55,4102700.139,4102844.139
5043,SOAP,295773.55,295917.55,4102796.139,4102940.139
5044,SOAP,295773.55,295917.55,4102892.139,4103036.139
5045,SOAP,295773.55,295917.55,4102988.139,4103132.139
5046,SOAP,295773.55,295917.55,4103084.139,4103228.139
5047,SOAP,295773.55,295917.55,4103180.139,4103324.139
5048,SOAP,295773.55,295917.55,4103276.139,4103420.139
5049,SOAP,295773.55,295917.55,4103372.139,4103516.139
5050,SOAP,295773.55,295917.55,4103468.139,4103612.139
5051,SOAP,295773.55,295917.55,4103564.139,4103708.139
5052,SOAP,295773.55,295917.55,4103660.139,4103804.139
5053,SOAP,295773.55,295917.55,4103756.139,4103900.139
5054,SOAP,295773.55,295917.55,4103852.139,4103996.139
5055,SOAP,295773.55,295917.55,4103948.139,4104092.139
5056,SOAP,295773.55,295917.55,4104044.139,4104188.139
5057,SOAP,295773.55,295917.55,4104140.139,4104284.139
5058,SOAP,295773.55,295917.55,4104236.139,4104380.139
5059,SOAP,295773.55,295917.55,4104332.139,4104476.139
5060,SOAP,295773.55,295917.55,4104428.139,4104572.139
5061,SOAP,295773.55,295917.55,4104524.139,4104668.139
5062,SOAP,295773.55,295917.55,4104620.139,4104764.139
5063,SOAP,295773.55,295917.55,4104716.139,4104860.139
5064,SOAP,295773.55,295917.55,4104812.139,4104956.139
5065,SOAP,295773.55,295917.55,4104908.139,4105052.139
5066,SOAP,295773.55,295917.55,4105004.139,4105148.139
5067,SOAP,295773.55,295917.55,4105100.139,4105244.139
5068,SOAP,295773.55,295917.55,4105196.139,4105340.139
5069,SOAP,295773.55,295917.55,4105292.139,4105436.139
5070,SOAP,295773.55,295917.55,4105388.139,4105532.139
5071,SOAP,295773.55,295917.55,4105484.139,4105628.139
5072,SOAP,295773.55,295917.55,4105580.139,4105724.139
5073,SOAP,295773.55,295917.55,4105676.139,4105820.139
5074,SOAP,295773.55,295917.55,4105772.139,4105916.139
5075,SOAP,295773.55,295917.55,4105868.139,4106012.139
5076,SOAP,295773.55,295917.55,4105964.139,4106108.139
5077,SOAP,295773.55,295917.55,4106060.139,4106204.139
5078,SOAP,295773.55,295917.55,4106156.139,4106300.139
5079,SOAP,295773.55,295917.55,4106252.139,4106396.139
5080,SOAP,295773.55,295917.55,4106348.139,4106492.139
5081,SOAP,295773.55,295917.55,4106444.139,4106588.139
5082,SOAP,295773.55,295917.55,4106540.139,4106684.139
5083,SOAP,295773.55,295917.55,4106636.139,4106780.139
5084,SOAP,295773.55,295917.55,4106732.139,4106876.139
5085,SOAP,295773.55,295917.55,4106828.139,4106972.139
5086,SOAP,295773.55,295917.55,4106924.139,4107068.139
5087,SOAP,295773.55,295917.55,4107020.139,4107164.139
5088,SOAP,295773.55,295917.55,4107116.139,4107260.139
5089,SOAP,295773.55,295917.55,4107212.139,4107356.139
5090,SOAP,295773.55,295917.55,4107308.139,4107452.139
5091,SOAP,295773.55,295917.55,4107404.139,4107548.139
5092,SOAP,295773.55,295917.55,4107500.139,4107644.139
5093,SOAP,295773.55,295917.55,4107596.139,4107740.139
5094,SOAP,295773.55,295917.55,4107692.139,4107836.139
5095,SOAP,295773.55,295917.55,4107788.139,4107932.139
5096,SOAP,295773.55,295917.55,4107884.139,4108028.139
5097,SOAP,295773.55,295917.55,4107980.139,4108124.139
5098,SOAP,295773.55,295917.55,4108076.139,4108220.139
5099,SOAP,295773.55,295917.55,4108172.139,4108316.139
5100,SOAP,295773.55,295917.55,4108268.139,4108412.139
5101,SOAP,295773.55,295917.55,4108364.139,4108508.139
5102,SOAP,295773.55,295917.55,4108460.139,4108604.139
5103,SOAP,295773.55,295917.55,4108556.139,4108700.139
5104,SOAP,295773.55,295917.55,4108652.139,4108796.139
5105,SOAP,295773.55,295917.55,4108748.139,4108892.139
5106,SOAP,295773.55,295917.55,4108844.139,4108988.139
5107,SOAP,295773.55,295917.55,4108940.139,4109084.139
5108,SOAP,295773.55,295917.55,4109036.139,4109180.139
5109,SOAP,295773.55,295917.55,4109132.139,4109276.139
5110,SOAP,295773.55,295917.55,4109228.139,4109372.139
5111,SOAP,295869.55,296013.55,4095308.139,4095452.139
5112,SOAP,295869.55,296013.55,4095404.139,4095548.139
5113,SOAP,295869.55,296013.55,4095500.139,4095644.139
5114,SOAP,295869.55,296013.55,4095596.139,4095740.139
5115,SOAP,295869.55,296013.55,4095692.139,4095836.139
5116,SOAP,295869.55,296013.55,4095788.139,4095932.139
5117,SOAP,295869.55,296013.55,4095884.139,4096028.139
5118,SOAP,295869.55,296013.55,4095980.139,4096124.139
5119,SOAP,295869.55,296013.55,4096076.139,4096220.139
5120,SOAP,295869.55,296013.55,4096172.139,4096316.139
5121,SOAP,295869.55,296013.55,4096268.139,4096412.139
5122,SOAP,295869.55,296013.55,4096364.139,4096508.139
5123,SOAP,295869.55,296013.55,4096460.139,4096604.139
5124,SOAP,295869.55,296013.55,4096556.139,4096700.139
5125,SOAP,295869.55,296013.55,4096652.139,4096796.139
5126,SOAP,295869.55,296013.55,4096748.139,4096892.139
5127,SOAP,295869.55,296013.55,4096844.139,4096988.139
5128,SOAP,295869.55,296013.55,4096940.139,4097084.139
5129,SOAP,295869.55,296013.55,4097036.139,4097180.139
5130,SOAP,295869.55,296013.55,4097132.139,4097276.139
5131,SOAP,295869.55,296013.55,4097228.139,4097372.139
5132,SOAP,295869.55,296013.55,4097324.139,4097468.139
5133,SOAP,295869.55,296013.55,4097420.139,4097564.139
5134,SOAP,295869.55,296013.55,4097516.139,4097660.139
5135,SOAP,295869.55,296013.55,4097612.139,4097756.139
5136,SOAP,295869.55,296013.55,4097708.139,4097852.139
5137,SOAP,295869.55,296013.55,4097804.139,4097948.139
5138,SOAP,295869.55,296013.55,4097900.139,4098044.139
5139,SOAP,295869.55,296013.55,4097996.139,4098140.139
5140,SOAP,295869.55,296013.55,4098092.139,4098236.139
5141,SOAP,295869.55,296013.55,4098188.139,4098332.139
5142,SOAP,295869.55,296013.55,4098284.139,4098428.139
5143,SOAP,295869.55,296013.55,4098380.139,4098524.139
5144,SOAP,295869.55,296013.55,4098476.139,4098620.139
5145,SOAP,295869.55,296013.55,4098572.139,4098716.139
5146,SOAP,295869.55,296013.55,4098668.139,4098812.139
5147,SOAP,295869.55,296013.55,4098764.139,4098908.139
5148,SOAP,295869.55,296013.55,4098860.139,4099004.139
5149,SOAP,295869.55,296013.55,4098956.139,4099100.139
5150,SOAP,295869.55,296013.55,4099052.139,4099196.139
5151,SOAP,295869.55,296013.55,4099148.139,4099292.139
5152,SOAP,295869.55,296013.55,4099244.139,4099388.139
5153,SOAP,295869.55,296013.55,4099340.139,4099484.139
5154,SOAP,295869.55,296013.55,4099436.139,4099580.139
5155,SOAP,295869.55,296013.55,4099532.139,4099676.139
5156,SOAP,295869.55,296013.55,4099628.139,4099772.139
5157,SOAP,295869.55,296013.55,4099724.139,4099868.139
5158,SOAP,295869.55,296013.55,4099820.139,4099964.139
5159,SOAP,295869.55,296013.55,4099916.139,4100060.139
5160,SOAP,295869.55,296013.55,4100012.139,4100156.139
5161,SOAP,295869.55,296013.55,4100108.139,4100252.139
5162,SOAP,295869.55,296013.55,4100204.139,4100348.139
5163,SOAP,295869.55,296013.55,4100300.139,4100444.139
