idx,site,xseq_lb,xseq_ub,yseq_lb,yseq_ub
23754,TEAK,313475.34,313619.34,4091582.64,4091726.64
23755,TEAK,313475.34,313619.34,4091678.64,4091822.64
23756,TEAK,313475.34,313619.34,4091774.64,4091918.64
23757,TEAK,313475.34,313619.34,4091870.64,4092014.64
23758,TEAK,313475.34,313619.34,4091966.64,4092110.64
23759,TEAK,313475.34,313619.34,4092062.64,4092206.64
23760,TEAK,313475.34,313619.34,4092158.64,4092302.64
23761,TEAK,313475.34,313619.34,4092254.64,4092398.64
23762,TEAK,313475.34,313619.34,4092350.64,4092494.64
23763,TEAK,313475.34,313619.34,4092446.64,4092590.64
23764,TEAK,313475.34,313619.34,4092542.64,4092686.64
23765,TEAK,313475.34,313619.34,4092638.64,4092782.64
23766,TEAK,313475.34,313619.34,4092734.64,4092878.64
23767,TEAK,313475.34,313619.34,4092830.64,4092974.64
23768,TEAK,313475.34,313619.34,4092926.64,4093070.64
23769,TEAK,313475.34,313619.34,4093022.64,4093166.64
23770,TEAK,313475.34,313619.34,4093118.64,4093262.64
23771,TEAK,313475.34,313619.34,4093214.64,4093358.64
23772,TEAK,313475.34,313619.34,4093310.64,4093454.64
23773,TEAK,313475.34,313619.34,4093406.64,4093550.64
23774,TEAK,313475.34,313619.34,4093502.64,4093646.64
23775,TEAK,313475.34,313619.34,4093598.64,4093742.64
23776,TEAK,313475.34,313619.34,4093694.64,4093838.64
23777,TEAK,313475.34,313619.34,4093790.64,4093934.64
23778,TEAK,313475.34,313619.34,4093886.64,4094030.64
23779,TEAK,313475.34,313619.34,4093982.64,4094126.64
23780,TEAK,313475.34,313619.34,4094078.64,4094222.64
23781,TEAK,313475.34,313619.34,4094174.64,4094318.64
23782,TEAK,313475.34,313619.34,4094270.64,4094414.64
23783,TEAK,313475.34,313619.34,4094366.64,4094510.64
23784,TEAK,313475.34,313619.34,4094462.64,4094606.64
23785,TEAK,313475.34,313619.34,4094558.64,4094702.64
23786,TEAK,313475.34,313619.34,4094654.64,4094798.64
23787,TEAK,313475.34,313619.34,4094750.64,4094894.64
23788,TEAK,313475.34,313619.34,4094846.64,4094990.64
23789,TEAK,313475.34,313619.34,4094942.64,4095086.64
23790,TEAK,313475.34,313619.34,4095038.64,4095182.64
23791,TEAK,313475.34,313619.34,4095134.64,4095278.64
23792,TEAK,313475.34,313619.34,4095230.64,4095374.64
23793,TEAK,313475.34,313619.34,4095326.64,4095470.64
23794,TEAK,313475.34,313619.34,4095422.64,4095566.64
23795,TEAK,313475.34,313619.34,4095518.64,4095662.64
23796,TEAK,313475.34,313619.34,4095614.64,4095758.64
23797,TEAK,313475.34,313619.34,4095710.64,4095854.64
23798,TEAK,313475.34,313619.34,4095806.64,4095950.64
23799,TEAK,313475.34,313619.34,4095902.64,4096046.64
23800,TEAK,313475.34,313619.34,4095998.64,4096142.64
23801,TEAK,313475.34,313619.34,4096094.64,4096238.64
23802,TEAK,313475.34,313619.34,4096190.64,4096334.64
23803,TEAK,313475.34,313619.34,4096286.64,4096430.64
23804,TEAK,313475.34,313619.34,4096382.64,4096526.64
23805,TEAK,313475.34,313619.34,4096478.64,4096622.64
23806,TEAK,313475.34,313619.34,4096574.64,4096718.64
23807,TEAK,313475.34,313619.34,4096670.64,4096814.64
23808,TEAK,313475.34,313619.34,4096766.64,4096910.64
23809,TEAK,313475.34,313619.34,4096862.64,4097006.64
23810,TEAK,313475.34,313619.34,4096958.64,4097102.64
23811,TEAK,313475.34,313619.34,4097054.64,4097198.64
23812,TEAK,313475.34,313619.34,4097150.64,4097294.64
23813,TEAK,313475.34,313619.34,4097246.64,4097390.64
23814,TEAK,313475.34,313619.34,4097342.64,4097486.64
23815,TEAK,313475.34,313619.34,4097438.64,4097582.64
23816,TEAK,313475.34,313619.34,4097534.64,4097678.64
23817,TEAK,313475.34,313619.34,4097630.64,4097774.64
23818,TEAK,313475.34,313619.34,4097726.64,4097870.64
23819,TEAK,313475.34,313619.34,4097822.64,4097966.64
23820,TEAK,313475.34,313619.34,4097918.64,4098062.64
23821,TEAK,313475.34,313619.34,4098014.64,4098158.64
23822,TEAK,313475.34,313619.34,4098110.64,4098254.64
23823,TEAK,313475.34,313619.34,4098206.64,4098350.64
23824,TEAK,313475.34,313619.34,4098302.64,4098446.64
23825,TEAK,313475.34,313619.34,4098398.64,4098542.64
23826,TEAK,313475.34,313619.34,4098494.64,4098638.64
23827,TEAK,313475.34,313619.34,4098590.64,4098734.64
23828,TEAK,313475.34,313619.34,4098686.64,4098830.64
23829,TEAK,313475.34,313619.34,4098782.64,4098926.64
23830,TEAK,313475.34,313619.34,4098878.64,4099022.64
23831,TEAK,313475.34,313619.34,4098974.64,4099118.64
23832,TEAK,313475.34,313619.34,4099070.64,4099214.64
23833,TEAK,313475.34,313619.34,4099166.64,4099310.64
23834,TEAK,313475.34,313619.34,4099262.64,4099406.64
23835,TEAK,313475.34,313619.34,4099358.64,4099502.64
23836,TEAK,313475.34,313619.34,4099454.64,4099598.64
23837,TEAK,313475.34,313619.34,4099550.64,4099694.64
23838,TEAK,313475.34,313619.34,4099646.64,4099790.64
23839,TEAK,313475.34,313619.34,4099742.64,4099886.64
23840,TEAK,313475.34,313619.34,4099838.64,4099982.64
23841,TEAK,313475.34,313619.34,4099934.64,4100078.64
23842,TEAK,313475.34,313619.34,4100030.64,4100174.64
23843,TEAK,313475.34,313619.34,4100126.64,4100270.64
23844,TEAK,313475.34,313619.34,4100222.64,4100366.64
23845,TEAK,313475.34,313619.34,4100318.64,4100462.64
23846,TEAK,313475.34,313619.34,4100414.64,4100558.64
23847,TEAK,313475.34,313619.34,4100510.64,4100654.64
23848,TEAK,313475.34,313619.34,4100606.64,4100750.64
23849,TEAK,313475.34,313619.34,4100702.64,4100846.64
23850,TEAK,313475.34,313619.34,4100798.64,4100942.64
23851,TEAK,313475.34,313619.34,4100894.64,4101038.64
23852,TEAK,313475.34,313619.34,4100990.64,4101134.64
23853,TEAK,313475.34,313619.34,4101086.64,4101230.64
23854,TEAK,313475.34,313619.34,4101182.64,4101326.64
23855,TEAK,313475.34,313619.34,4101278.64,4101422.64
23856,TEAK,313475.34,313619.34,4101374.64,4101518.64
23857,TEAK,313475.34,313619.34,4101470.64,4101614.64
23858,TEAK,313475.34,313619.34,4101566.64,4101710.64
23859,TEAK,313475.34,313619.34,4101662.64,4101806.64
23860,TEAK,313475.34,313619.34,4101758.64,4101902.64
23861,TEAK,313475.34,313619.34,4101854.64,4101998.64
23862,TEAK,313475.34,313619.34,4101950.64,4102094.64
23863,TEAK,313475.34,313619.34,4102046.64,4102190.64
23864,TEAK,313475.34,313619.34,4102142.64,4102286.64
23865,TEAK,313475.34,313619.34,4102238.64,4102382.64
23866,TEAK,313475.34,313619.34,4102334.64,4102478.64
23867,TEAK,313475.34,313619.34,4102430.64,4102574.64
23868,TEAK,313475.34,313619.34,4102526.64,4102670.64
23869,TEAK,313475.34,313619.34,4102622.64,4102766.64
23870,TEAK,313475.34,313619.34,4102718.64,4102862.64
23871,TEAK,313475.34,313619.34,4102814.64,4102958.64
23872,TEAK,313475.34,313619.34,4102910.64,4103054.64
23873,TEAK,313475.34,313619.34,4103006.64,4103150.64
23874,TEAK,313475.34,313619.34,4103102.64,4103246.64
23875,TEAK,313475.34,313619.34,4103198.64,4103342.64
23876,TEAK,313475.34,313619.34,4103294.64,4103438.64
23877,TEAK,313475.34,313619.34,4103390.64,4103534.64
23878,TEAK,313475.34,313619.34,4103486.64,4103630.64
23879,TEAK,313475.34,313619.34,4103582.64,4103726.64
23880,TEAK,313475.34,313619.34,4103678.64,4103822.64
23881,TEAK,313475.34,313619.34,4103774.64,4103918.64
23882,TEAK,313475.34,313619.34,4103870.64,4104014.64
23883,TEAK,313475.34,313619.34,4103966.64,4104110.64
23884,TEAK,313475.34,313619.34,4104062.64,4104206.64
23885,TEAK,313475.34,313619.34,4104158.64,4104302.64
23886,TEAK,313475.34,313619.34,4104254.64,4104398.64
23887,TEAK,313475.34,313619.34,4104350.64,4104494.64
23888,TEAK,313475.34,313619.34,4104446.64,4104590.64
23889,TEAK,313475.34,313619.34,4104542.64,4104686.64
23890,TEAK,313475.34,313619.34,4104638.64,4104782.64
23891,TEAK,313475.34,313619.34,4104734.64,4104878.64
23892,TEAK,313475.34,313619.34,4104830.64,4104974.64
23893,TEAK,313475.34,313619.34,4104926.64,4105070.64
23894,TEAK,313475.34,313619.34,4105022.64,4105166.64
23895,TEAK,313475.34,313619.34,4105118.64,4105262.64
23896,TEAK,313475.34,313619.34,4105214.64,4105358.64
23897,TEAK,313475.34,313619.34,4105310.64,4105454.64
23898,TEAK,313475.34,313619.34,4105406.64,4105550.64
23899,TEAK,313475.34,313619.34,4105502.64,4105646.64
23900,TEAK,313475.34,313619.34,4105598.64,4105742.64
23901,TEAK,313475.34,313619.34,4105694.64,4105838.64
23902,TEAK,313475.34,313619.34,4105790.64,4105934.64
23903,TEAK,313475.34,313619.34,4105886.64,4106030.64
23904,TEAK,313475.34,313619.34,4105982.64,4106126.64
23905,TEAK,313475.34,313619.34,4106078.64,4106222.64
23906,TEAK,313475.34,313619.34,4106174.64,4106318.64
23907,TEAK,313475.34,313619.34,4106270.64,4106414.64
23908,TEAK,313475.34,313619.34,4106366.64,4106510.64
23909,TEAK,313475.34,313619.34,4106462.64,4106606.64
23910,TEAK,313475.34,313619.34,4106558.64,4106702.64
23911,TEAK,313475.34,313619.34,4106654.64,4106798.64
23912,TEAK,313475.34,313619.34,4106750.64,4106894.64
23913,TEAK,313475.34,313619.34,4106846.64,4106990.64
23914,TEAK,313475.34,313619.34,4106942.64,4107086.64
23915,TEAK,313475.34,313619.34,4107038.64,4107182.64
23916,TEAK,313475.34,313619.34,4107134.64,4107278.64
23917,TEAK,313475.34,313619.34,4107230.64,4107374.64
23918,TEAK,313475.34,313619.34,4107326.64,4107470.64
23919,TEAK,313475.34,313619.34,4107422.64,4107566.64
23920,TEAK,313475.34,313619.34,4107518.64,4107662.64
23921,TEAK,313475.34,313619.34,4107614.64,4107758.64
23922,TEAK,313475.34,313619.34,4107710.64,4107854.64
23923,TEAK,313475.34,313619.34,4107806.64,4107950.64
23924,TEAK,313475.34,313619.34,4107902.64,4108046.64
23925,TEAK,313475.34,313619.34,4107998.64,4108142.64
23926,TEAK,313475.34,313619.34,4108094.64,4108238.64
23927,TEAK,313475.34,313619.34,4108190.64,4108334.64
23928,TEAK,313475.34,313619.34,4108286.64,4108430.64
23929,TEAK,313475.34,313619.34,4108382.64,4108526.64
23930,TEAK,313475.34,313619.34,4108478.64,4108622.64
23931,TEAK,313475.34,313619.34,4108574.64,4108718.64
23932,TEAK,313475.34,313619.34,4108670.64,4108814.64
23933,TEAK,313475.34,313619.34,4108766.64,4108910.64
23934,TEAK,313475.34,313619.34,4108862.64,4109006.64
23935,TEAK,313571.34,313715.34,4087262.64,4087406.64
23936,TEAK,313571.34,313715.34,4087358.64,4087502.64
23937,TEAK,313571.34,313715.34,4087454.64,4087598.64
23938,TEAK,313571.34,313715.34,4087550.64,4087694.64
23939,TEAK,313571.34,313715.34,4087646.64,4087790.64
23940,TEAK,313571.34,313715.34,4087742.64,4087886.64
23941,TEAK,313571.34,313715.34,4087838.64,4087982.64
23942,TEAK,313571.34,313715.34,4087934.64,4088078.64
23943,TEAK,313571.34,313715.34,4088030.64,4088174.64
23944,TEAK,313571.34,313715.34,4088126.64,4088270.64
23945,TEAK,313571.34,313715.34,4088222.64,4088366.64
23946,TEAK,313571.34,313715.34,4088318.64,4088462.64
23947,TEAK,313571.34,313715.34,4088414.64,4088558.64
23948,TEAK,313571.34,313715.34,4088510.64,4088654.64
23949,TEAK,313571.34,313715.34,4088606.64,4088750.64
23950,TEAK,313571.34,313715.34,4088702.64,4088846.64
23951,TEAK,313571.34,313715.34,4088798.64,4088942.64
23952,TEAK,313571.34,313715.34,4088894.64,4089038.64
23953,TEAK,313571.34,313715.34,4088990.64,4089134.64
23954,TEAK,313571.34,313715.34,4089086.64,4089230.64
23955,TEAK,313571.34,313715.34,4089182.64,4089326.64
23956,TEAK,313571.34,313715.34,4089278.64,4089422.64
23957,TEAK,313571.34,313715.34,4089374.64,4089518.64
23958,TEAK,313571.34,313715.34,4089470.64,4089614.64
23959,TEAK,313571.34,313715.34,4089566.64,4089710.64
23960,TEAK,313571.34,313715.34,4089662.64,4089806.64
23961,TEAK,313571.34,313715.34,4089758.64,4089902.64
23962,TEAK,313571.34,313715.34,4089854.64,4089998.64
23963,TEAK,313571.34,313715.34,4089950.64,4090094.64
23964,TEAK,313571.34,313715.34,4090046.64,4090190.64
23965,TEAK,313571.34,313715.34,4090142.64,4090286.64
23966,TEAK,313571.34,313715.34,4090238.64,4090382.64
23967,TEAK,313571.34,313715.34,4090334.64,4090478.64
23968,TEAK,313571.34,313715.34,4090430.64,4090574.64
23969,TEAK,313571.34,313715.34,4090526.64,4090670.64
23970,TEAK,313571.34,313715.34,4090622.64,4090766.64
23971,TEAK,313571.34,313715.34,4090718.64,4090862.64
23972,TEAK,313571.34,313715.34,4090814.64,4090958.64
23973,TEAK,313571.34,313715.34,4090910.64,4091054.64
23974,TEAK,313571.34,313715.34,4091006.64,4091150.64
23975,TEAK,313571.34,313715.34,4091102.64,4091246.64
23976,TEAK,313571.34,313715.34,4091198.64,4091342.64
23977,TEAK,313571.34,313715.34,4091294.64,4091438.64
23978,TEAK,313571.34,313715.34,4091390.64,4091534.64
23979,TEAK,313571.34,313715.34,4091486.64,4091630.64
23980,TEAK,313571.34,313715.34,4091582.64,4091726.64
23981,TEAK,313571.34,313715.34,4091678.64,4091822.64
23982,TEAK,313571.34,313715.34,4091774.64,4091918.64
23983,TEAK,313571.34,313715.34,4091870.64,4092014.64
23984,TEAK,313571.34,313715.34,4091966.64,4092110.64
23985,TEAK,313571.34,313715.34,4092062.64,4092206.64
23986,TEAK,313571.34,313715.34,4092158.64,4092302.64
23987,TEAK,313571.34,313715.34,4092254.64,4092398.64
23988,TEAK,313571.34,313715.34,4092350.64,4092494.64
23989,TEAK,313571.34,313715.34,4092446.64,4092590.64
23990,TEAK,313571.34,313715.34,4092542.64,4092686.64
23991,TEAK,313571.34,313715.34,4092638.64,4092782.64
23992,TEAK,313571.34,313715.34,4092734.64,4092878.64
23993,TEAK,313571.34,313715.34,4092830.64,4092974.64
23994,TEAK,313571.34,313715.34,4092926.64,4093070.64
23995,TEAK,313571.34,313715.34,4093022.64,4093166.64
23996,TEAK,313571.34,313715.34,4093118.64,4093262.64
23997,TEAK,313571.34,313715.34,4093214.64,4093358.64
23998,TEAK,313571.34,313715.34,4093310.64,4093454.64
23999,TEAK,313571.34,313715.34,4093406.64,4093550.64
24000,TEAK,313571.34,313715.34,4093502.64,4093646.64
24001,TEAK,313571.34,313715.34,4093598.64,4093742.64
24002,TEAK,313571.34,313715.34,4093694.64,4093838.64
24003,TEAK,313571.34,313715.34,4093790.64,4093934.64
24004,TEAK,313571.34,313715.34,4093886.64,4094030.64
24005,TEAK,313571.34,313715.34,4093982.64,4094126.64
24006,TEAK,313571.34,313715.34,4094078.64,4094222.64
24007,TEAK,313571.34,313715.34,4094174.64,4094318.64
24008,TEAK,313571.34,313715.34,4094270.64,4094414.64
24009,TEAK,313571.34,313715.34,4094366.64,4094510.64
24010,TEAK,313571.34,313715.34,4094462.64,4094606.64
24011,TEAK,313571.34,313715.34,4094558.64,4094702.64
24012,TEAK,313571.34,313715.34,4094654.64,4094798.64
24013,TEAK,313571.34,313715.34,4094750.64,4094894.64
24014,TEAK,313571.34,313715.34,4094846.64,4094990.64
24015,TEAK,313571.34,313715.34,4094942.64,4095086.64
24016,TEAK,313571.34,313715.34,4095038.64,4095182.64
24017,TEAK,313571.34,313715.34,4095134.64,4095278.64
24018,TEAK,313571.34,313715.34,4095230.64,4095374.64
24019,TEAK,313571.34,313715.34,4095326.64,4095470.64
24020,TEAK,313571.34,313715.34,4095422.64,4095566.64
24021,TEAK,313571.34,313715.34,4095518.64,4095662.64
24022,TEAK,313571.34,313715.34,4095614.64,4095758.64
24023,TEAK,313571.34,313715.34,4095710.64,4095854.64
24024,TEAK,313571.34,313715.34,4095806.64,4095950.64
24025,TEAK,313571.34,313715.34,4095902.64,4096046.64
24026,TEAK,313571.34,313715.34,4095998.64,4096142.64
24027,TEAK,313571.34,313715.34,4096094.64,4096238.64
24028,TEAK,313571.34,313715.34,4096190.64,4096334.64
24029,TEAK,313571.34,313715.34,4096286.64,4096430.64
24030,TEAK,313571.34,313715.34,4096382.64,4096526.64
24031,TEAK,313571.34,313715.34,4096478.64,4096622.64
24032,TEAK,313571.34,313715.34,4096574.64,4096718.64
24033,TEAK,313571.34,313715.34,4096670.64,4096814.64
24034,TEAK,313571.34,313715.34,4096766.64,4096910.64
24035,TEAK,313571.34,313715.34,4096862.64,4097006.64
24036,TEAK,313571.34,313715.34,4096958.64,4097102.64
24037,TEAK,313571.34,313715.34,4097054.64,4097198.64
24038,TEAK,313571.34,313715.34,4097150.64,4097294.64
24039,TEAK,313571.34,313715.34,4097246.64,4097390.64
24040,TEAK,313571.34,313715.34,4097342.64,4097486.64
24041,TEAK,313571.34,313715.34,4097438.64,4097582.64
24042,TEAK,313571.34,313715.34,4097534.64,4097678.64
24043,TEAK,313571.34,313715.34,4097630.64,4097774.64
24044,TEAK,313571.34,313715.34,4097726.64,4097870.64
24045,TEAK,313571.34,313715.34,4097822.64,4097966.64
24046,TEAK,313571.34,313715.34,4097918.64,4098062.64
24047,TEAK,313571.34,313715.34,4098014.64,4098158.64
24048,TEAK,313571.34,313715.34,4098110.64,4098254.64
24049,TEAK,313571.34,313715.34,4098206.64,4098350.64
24050,TEAK,313571.34,313715.34,4098302.64,4098446.64
24051,TEAK,313571.34,313715.34,4098398.64,4098542.64
24052,TEAK,313571.34,313715.34,4098494.64,4098638.64
24053,TEAK,313571.34,313715.34,4098590.64,4098734.64
24054,TEAK,313571.34,313715.34,4098686.64,4098830.64
24055,TEAK,313571.34,313715.34,4098782.64,4098926.64
24056,TEAK,313571.34,313715.34,4098878.64,4099022.64
24057,TEAK,313571.34,313715.34,4098974.64,4099118.64
24058,TEAK,313571.34,313715.34,4099070.64,4099214.64
24059,TEAK,313571.34,313715.34,4099166.64,4099310.64
24060,TEAK,313571.34,313715.34,4099262.64,4099406.64
24061,TEAK,313571.34,313715.34,4099358.64,4099502.64
24062,TEAK,313571.34,313715.34,4099454.64,4099598.64
24063,TEAK,313571.34,313715.34,4099550.64,4099694.64
24064,TEAK,313571.34,313715.34,4099646.64,4099790.64
24065,TEAK,313571.34,313715.34,4099742.64,4099886.64
24066,TEAK,313571.34,313715.34,4099838.64,4099982.64
24067,TEAK,313571.34,313715.34,4099934.64,4100078.64
24068,TEAK,313571.34,313715.34,4100030.64,4100174.64
24069,TEAK,313571.34,313715.34,4100126.64,4100270.64
24070,TEAK,313571.34,313715.34,4100222.64,4100366.64
24071,TEAK,313571.34,313715.34,4100318.64,4100462.64
24072,TEAK,313571.34,313715.34,4100414.64,4100558.64
24073,TEAK,313571.34,313715.34,4100510.64,4100654.64
24074,TEAK,313571.34,313715.34,4100606.64,4100750.64
24075,TEAK,313571.34,313715.34,4100702.64,4100846.64
24076,TEAK,313571.34,313715.34,4100798.64,4100942.64
24077,TEAK,313571.34,313715.34,4100894.64,4101038.64
24078,TEAK,313571.34,313715.34,4100990.64,4101134.64
24079,TEAK,313571.34,313715.34,4101086.64,4101230.64
24080,TEAK,313571.34,313715.34,4101182.64,4101326.64
24081,TEAK,313571.34,313715.34,4101278.64,4101422.64
24082,TEAK,313571.34,313715.34,4101374.64,4101518.64
24083,TEAK,313571.34,313715.34,4101470.64,4101614.64
24084,TEAK,313571.34,313715.34,4101566.64,4101710.64
24085,TEAK,313571.34,313715.34,4101662.64,4101806.64
24086,TEAK,313571.34,313715.34,4101758.64,4101902.64
24087,TEAK,313571.34,313715.34,4101854.64,4101998.64
24088,TEAK,313571.34,313715.34,4101950.64,4102094.64
24089,TEAK,313571.34,313715.34,4102046.64,4102190.64
24090,TEAK,313571.34,313715.34,4102142.64,4102286.64
24091,TEAK,313571.34,313715.34,4102238.64,4102382.64
24092,TEAK,313571.34,313715.34,4102334.64,4102478.64
24093,TEAK,313571.34,313715.34,4102430.64,4102574.64
24094,TEAK,313571.34,313715.34,4102526.64,4102670.64
24095,TEAK,313571.34,313715.34,4102622.64,4102766.64
24096,TEAK,313571.34,313715.34,4102718.64,4102862.64
24097,TEAK,313571.34,313715.34,4102814.64,4102958.64
24098,TEAK,313571.34,313715.34,4102910.64,4103054.64
24099,TEAK,313571.34,313715.34,4103006.64,4103150.64
24100,TEAK,313571.34,313715.34,4103102.64,4103246.64
24101,TEAK,313571.34,313715.34,4103198.64,4103342.64
24102,TEAK,313571.34,313715.34,4103294.64,4103438.64
24103,TEAK,313571.34,313715.34,4103390.64,4103534.64
24104,TEAK,313571.34,313715.34,4103486.64,4103630.64
24105,TEAK,313571.34,313715.34,4103582.64,4103726.64
24106,TEAK,313571.34,313715.34,4103678.64,4103822.64
24107,TEAK,313571.34,313715.34,4103774.64,4103918.64
24108,TEAK,313571.34,313715.34,4103870.64,4104014.64
24109,TEAK,313571.34,313715.34,4103966.64,4104110.64
24110,TEAK,313571.34,313715.34,4104062.64,4104206.64
24111,TEAK,313571.34,313715.34,4104158.64,4104302.64
24112,TEAK,313571.34,313715.34,4104254.64,4104398.64
24113,TEAK,313571.34,313715.34,4104350.64,4104494.64
24114,TEAK,313571.34,313715.34,4104446.64,4104590.64
24115,TEAK,313571.34,313715.34,4104542.64,4104686.64
24116,TEAK,313571.34,313715.34,4104638.64,4104782.64
24117,TEAK,313571.34,313715.34,4104734.64,4104878.64
24118,TEAK,313571.34,313715.34,4104830.64,4104974.64
24119,TEAK,313571.34,313715.34,4104926.64,4105070.64
24120,TEAK,313571.34,313715.34,4105022.64,4105166.64
24121,TEAK,313571.34,313715.34,4105118.64,4105262.64
24122,TEAK,313571.34,313715.34,4105214.64,4105358.64
24123,TEAK,313571.34,313715.34,4105310.64,4105454.64
24124,TEAK,313571.34,313715.34,4105406.64,4105550.64
24125,TEAK,313571.34,313715.34,4105502.64,4105646.64
24126,TEAK,313571.34,313715.34,4105598.64,4105742.64
24127,TEAK,313571.34,313715.34,4105694.64,4105838.64
24128,TEAK,313571.34,313715.34,4105790.64,4105934.64
24129,TEAK,313571.34,313715.34,4105886.64,4106030.64
24130,TEAK,313571.34,313715.34,4105982.64,4106126.64
24131,TEAK,313571.34,313715.34,4106078.64,4106222.64
24132,TEAK,313571.34,313715.34,4106174.64,4106318.64
24133,TEAK,313571.34,313715.34,4106270.64,4106414.64
24134,TEAK,313571.34,313715.34,4106366.64,4106510.64
24135,TEAK,313571.34,313715.34,4106462.64,4106606.64
24136,TEAK,313571.34,313715.34,4106558.64,4106702.64
24137,TEAK,313571.34,313715.34,4106654.64,4106798.64
24138,TEAK,313571.34,313715.34,4106750.64,4106894.64
24139,TEAK,313571.34,313715.34,4106846.64,4106990.64
24140,TEAK,313571.34,313715.34,4106942.64,4107086.64
24141,TEAK,313571.34,313715.34,4107038.64,4107182.64
24142,TEAK,313571.34,313715.34,4107134.64,4107278.64
24143,TEAK,313571.34,313715.34,4107230.64,4107374.64
24144,TEAK,313571.34,313715.34,4107326.64,4107470.64
24145,TEAK,313571.34,313715.34,4107422.64,4107566.64
24146,TEAK,313571.34,313715.34,4107518.64,4107662.64
24147,TEAK,313571.34,313715.34,4107614.64,4107758.64
24148,TEAK,313571.34,313715.34,4107710.64,4107854.64
24149,TEAK,313571.34,313715.34,4107806.64,4107950.64
24150,TEAK,313571.34,313715.34,4107902.64,4108046.64
24151,TEAK,313571.34,313715.34,4107998.64,4108142.64
24152,TEAK,313571.34,313715.34,4108094.64,4108238.64
24153,TEAK,313571.34,313715.34,4108190.64,4108334.64
24154,TEAK,313571.34,313715.34,4108286.64,4108430.64
24155,TEAK,313571.34,313715.34,4108382.64,4108526.64
24156,TEAK,313571.34,313715.34,4108478.64,4108622.64
24157,TEAK,313571.34,313715.34,4108574.64,4108718.64
24158,TEAK,313571.34,313715.34,4108670.64,4108814.64
24159,TEAK,313571.34,313715.34,4108766.64,4108910.64
24160,TEAK,313571.34,313715.34,4108862.64,4109006.64
24161,TEAK,313667.34,313811.34,4087262.64,4087406.64
24162,TEAK,313667.34,313811.34,4087358.64,4087502.64
24163,TEAK,313667.34,313811.34,4087454.64,4087598.64
24164,TEAK,313667.34,313811.34,4087550.64,4087694.64
24165,TEAK,313667.34,313811.34,4087646.64,4087790.64
24166,TEAK,313667.34,313811.34,4087742.64,4087886.64
24167,TEAK,313667.34,313811.34,4087838.64,4087982.64
24168,TEAK,313667.34,313811.34,4087934.64,4088078.64
24169,TEAK,313667.34,313811.34,4088030.64,4088174.64
24170,TEAK,313667.34,313811.34,4088126.64,4088270.64
24171,TEAK,313667.34,313811.34,4088222.64,4088366.64
24172,TEAK,313667.34,313811.34,4088318.64,4088462.64
24173,TEAK,313667.34,313811.34,4088414.64,4088558.64
24174,TEAK,313667.34,313811.34,4088510.64,4088654.64
24175,TEAK,313667.34,313811.34,4088606.64,4088750.64
24176,TEAK,313667.34,313811.34,4088702.64,4088846.64
24177,TEAK,313667.34,313811.34,4088798.64,4088942.64
24178,TEAK,313667.34,313811.34,4088894.64,4089038.64
24179,TEAK,313667.34,313811.34,4088990.64,4089134.64
24180,TEAK,313667.34,313811.34,4089086.64,4089230.64
24181,TEAK,313667.34,313811.34,4089182.64,4089326.64
24182,TEAK,313667.34,313811.34,4089278.64,4089422.64
24183,TEAK,313667.34,313811.34,4089374.64,4089518.64
24184,TEAK,313667.34,313811.34,4089470.64,4089614.64
24185,TEAK,313667.34,313811.34,4089566.64,4089710.64
24186,TEAK,313667.34,313811.34,4089662.64,4089806.64
24187,TEAK,313667.34,313811.34,4089758.64,4089902.64
24188,TEAK,313667.34,313811.34,4089854.64,4089998.64
24189,TEAK,313667.34,313811.34,4089950.64,4090094.64
24190,TEAK,313667.34,313811.34,4090046.64,4090190.64
24191,TEAK,313667.34,313811.34,4090142.64,4090286.64
24192,TEAK,313667.34,313811.34,4090238.64,4090382.64
24193,TEAK,313667.34,313811.34,4090334.64,4090478.64
24194,TEAK,313667.34,313811.34,4090430.64,4090574.64
24195,TEAK,313667.34,313811.34,4090526.64,4090670.64
24196,TEAK,313667.34,313811.34,4090622.64,4090766.64
24197,TEAK,313667.34,313811.34,4090718.64,4090862.64
24198,TEAK,313667.34,313811.34,4090814.64,4090958.64
24199,TEAK,313667.34,313811.34,4090910.64,4091054.64
24200,TEAK,313667.34,313811.34,4091006.64,4091150.64
24201,TEAK,313667.34,313811.34,4091102.64,4091246.64
24202,TEAK,313667.34,313811.34,4091198.64,4091342.64
24203,TEAK,313667.34,313811.34,4091294.64,4091438.64
24204,TEAK,313667.34,313811.34,4091390.64,4091534.64
24205,TEAK,313667.34,313811.34,4091486.64,4091630.64
24206,TEAK,313667.34,313811.34,4091582.64,4091726.64
24207,TEAK,313667.34,313811.34,4091678.64,4091822.64
24208,TEAK,313667.34,313811.34,4091774.64,4091918.64
24209,TEAK,313667.34,313811.34,4091870.64,4092014.64
24210,TEAK,313667.34,313811.34,4091966.64,4092110.64
24211,TEAK,313667.34,313811.34,4092062.64,4092206.64
24212,TEAK,313667.34,313811.34,4092158.64,4092302.64
24213,TEAK,313667.34,313811.34,4092254.64,4092398.64
24214,TEAK,313667.34,313811.34,4092350.64,4092494.64
24215,TEAK,313667.34,313811.34,4092446.64,4092590.64
24216,TEAK,313667.34,313811.34,4092542.64,4092686.64
24217,TEAK,313667.34,313811.34,4092638.64,4092782.64
24218,TEAK,313667.34,313811.34,4092734.64,4092878.64
